id,sentence,class,label
55,"First of all, Let's take a rest in the central lounge area since I have nothing else to do.",living_room,ambiguous
56,Let's clean up the photo frames as soon as possible.,living_room,indirect
57,"Actually, I am heading towards the family living room immediately.",living_room,direct
58,"Just so you know, Let's find a spot in the place where the family gathers.",living_room,ambiguous
59,"If you don't mind, I'll be relaxing near the comfortable couch for real.",living_room,indirect
60,"Actually, Let's find a spot in the place where the family gathers to feel better.",living_room,ambiguous
61,"Look, I feel like hanging out in the room with the best view of the outside before going out.",living_room,ambiguous
62,"If you don't mind, I am drawn to where we usually watch shows together before going out.",living_room,ambiguous
63,"Right now, Let's clean up the smart TV before going out.",living_room,indirect
64,"By the way, I'm just going to walk into the cozy living room to clear my head.",living_room,direct
65,"Look, Let's check out the large rug on the floor before it gets too late.",living_room,indirect
66,"Just so you know, I'm just staring at the paintings hanging on the wall.",living_room,indirect
67,"Actually, Let's head over to the cozy living room because that's what I need.",living_room,direct
68,"Unbelievably, Let's clean up the sofa cushion right away.",living_room,indirect
69,"After a long day, Could you guide me to the cozy living room? if you can.",living_room,direct
70,I guess Is it okay to go to our main living room? to clear my head.,living_room,direct
71,"Since I'm tired, Is it okay to go to the family living room? for real.",living_room,direct
72,I am sitting right next to the large rug on the floor to clear my head.,living_room,indirect
73,"Since I'm tired, Let's check out the smart TV for a change.",living_room,indirect
74,"Suddenly, I want to spend my afternoon in the main room with the big windows because I feel like it.",living_room,ambiguous
75,"Maybe I need to clear my mind in the most spacious area of the house like, right now.",living_room,ambiguous
76,"Hey, Let's check out the soft carpet since I have nothing else to do.",living_room,indirect
77,"After a long day, I am heading towards the central living room to feel better.",living_room,direct
78,"Actually, Let's find a spot in the central lounge area right away.",living_room,ambiguous
79,Maybe Could you guide me to the central living room?,living_room,direct
80,Let's find a spot in the place where the family gathers since I have nothing else to do.,living_room,ambiguous
81,"Since I'm tired, Can you adjust the sofa cushion? immediately.",living_room,indirect
82,"Well, I want to go to the spacious living room area since I have nothing else to do.",living_room,direct
83,I guess Can you take me to the family living room? for real.,living_room,direct
84,"After a long day, I'm just staring at the soft carpet.",living_room,indirect
85,Maybe I'm going to spend time near the comfortable couch since I have nothing else to do.,living_room,indirect
86,I guess I'm going to spend time near the soft carpet to clear my head.,living_room,indirect
87,"This weekend, I want to spend my afternoon in where we usually watch shows together for a change.",living_room,ambiguous
88,"Well, Take me to the room with the best view of the outside to clear my head.",living_room,ambiguous
89,I am heading towards the family living room before it gets too late.,living_room,direct
90,"If possible, Let's find a spot in the room with the best view of the outside to spend some time.",living_room,ambiguous
91,"Basically, Show me the way to the central living room for real.",living_room,direct
92,"Since I'm tired, Let's move to our main living room to clear my head.",living_room,direct
93,"Since I'm bored, Take me to the cozy relaxation spot to clear my head.",living_room,ambiguous
94,"Suddenly, Is it okay to go to our main living room? if you can.",living_room,direct
95,"After a long day, Can you direct me to the cozy relaxation spot? to clear my head.",living_room,ambiguous
96,I am sitting right next to the surround speakers without waiting.,living_room,indirect
97,"Basically, Can you direct me to the most spacious area of the house? as soon as possible.",living_room,ambiguous
98,"By the way, I need to step into the spacious living room area since I have nothing else to do.",living_room,direct
99,"Well, I think I will stay in the living room.",living_room,direct
100,"Right now, I feel like hanging out in the cozy relaxation spot if you can.",living_room,ambiguous
101,"Suddenly, Take me to where we usually watch shows together if you can.",living_room,ambiguous
102,Maybe I love the look of the soft carpet because that's what I need.,living_room,indirect
103,"Without a doubt, Can you turn on the side table? for a moment.",living_room,indirect
104,"If possible, Can you take me to the cozy living room?",living_room,direct
105,"Well, I want to go to the living room because I feel like it.",living_room,direct
106,"As planned, I am drawn to the central lounge area for a moment.",living_room,ambiguous
107,"Tonight, Let's take a rest in where we usually watch shows together if you can.",living_room,ambiguous
108,"Unbelievably, Take me to the place where the large sofa is like, right now.",living_room,ambiguous
109,"Look, I need to clear my mind in the place where the large sofa is because that's what I need.",living_room,ambiguous
110,"Lately, I need to step into the family living room for a change.",living_room,direct
111,"Tonight, I'm going to spend time near the photo frames like, right now.",living_room,indirect
112,"Since I'm tired, Let's gather in the family living room if you can.",living_room,direct
113,"Just so you know, Let's take a rest in where we usually watch shows together for a change.",living_room,ambiguous
114,"After a long day, Is it okay to go to the family living room? because I feel like it.",living_room,direct
115,"Take me to the cozy relaxation spot like, right now.",living_room,ambiguous
116,"Right now, I feel like hanging out in where we usually watch shows together immediately.",living_room,ambiguous
117,"Look, I need to clear my mind in the place where the family gathers right away.",living_room,ambiguous
118,Maybe I feel like hanging out in the place where the family gathers if you can.,living_room,ambiguous
119,"Since I'm bored, I want to sit on the side table.",living_room,indirect
120,"Hey, Let's gather in the living room as soon as possible.",living_room,direct
121,"Look, I feel like hanging out in the room with the best view of the outside as soon as possible.",living_room,ambiguous
122,"Well, Can you direct me to the central lounge area? immediately.",living_room,ambiguous
123,"By the way, Let's head over to our main living room for a moment.",living_room,direct
124,"First of all, Let's check out the paintings hanging on the wall to spend some time.",living_room,indirect
125,"Without a doubt, I feel like hanging out in the main room with the big windows for a moment.",living_room,ambiguous
126,Maybe I am sitting right next to the armchair for real.,living_room,indirect
127,"If you don't mind, I'm going to spend time near the paintings hanging on the wall since I have nothing else to do.",living_room,indirect
128,"After a long day, I'm just going to walk into the family living room like, right now.",living_room,direct
129,"If possible, I want to go to our main living room for real.",living_room,direct
130,"Lately, Could you guide me to the family living room? if you can.",living_room,direct
131,"Well, I am heading towards the spacious living room area to feel better.",living_room,direct
132,"Hey, Could you guide me to the cozy living room? as soon as possible.",living_room,direct
133,"Look, I think I will stay in the living room zone because I feel like it.",living_room,direct
134,I think I think I will stay in our main living room because that's what I need.,living_room,direct
135,"This weekend, I want to go to the cozy living room to feel better.",living_room,direct
136,"Tonight, Let's take a rest in the room with the best view of the outside as soon as possible.",living_room,ambiguous
137,"Unbelievably, I'm going to spend time near the smart TV.",living_room,indirect
138,"Look, Let's move to the central living room before going out.",living_room,direct
139,"Surprisingly, Take me to the place where the family gathers to clear my head.",living_room,ambiguous
140,"Honestly, I want to spend my afternoon in the place where the large sofa is before going out.",living_room,ambiguous
141,"Since I'm tired, I am sitting right next to the sofa cushion to spend some time.",living_room,indirect
142,"Hey, Let's move to the living room zone right away.",living_room,direct
143,I think I feel like hanging out in the room with the best view of the outside because I feel like it.,living_room,ambiguous
144,Let's clean up the TV remote control to feel better.,living_room,indirect
145,"As planned, I think I will stay in our main living room to spend some time.",living_room,direct
146,"Basically, I'll be waiting in where we usually watch shows together.",living_room,ambiguous
147,"Look, I want to spend my afternoon in the place where the large sofa is because that's what I need.",living_room,ambiguous
148,"Just so you know, I'm just going to walk into our main living room before it gets too late.",living_room,direct
149,"Surprisingly, I want to spend my afternoon in the place where the family gathers for a change.",living_room,ambiguous
150,"Look, I'm going to lie down by the warm fireplace to spend some time.",living_room,indirect
151,"For some reason, Take me to the place where the large sofa is because I feel like it.",living_room,ambiguous
152,"Unbelievably, Show me the way to the central living room like, right now.",living_room,direct
153,"Lately, I'm just staring at the side table before it gets too late.",living_room,indirect
154,"Honestly, Show me the way to the living room before it gets too late.",living_room,direct
155,"After a long day, Let's gather in our main living room for a moment.",living_room,direct
156,"For some reason, I want to go to the living room zone before it gets too late.",living_room,direct
157,"Surprisingly, I'm going to lie down by the surround speakers since I have nothing else to do.",living_room,indirect
158,I guess Could you guide me to the living room? before it gets too late.,living_room,direct
159,Maybe Can you take me to the cozy living room? for a moment.,living_room,direct
160,"Surprisingly, I am sitting right next to the TV remote control to spend some time.",living_room,indirect
161,"Since I'm tired, I'm just going to walk into the central living room because that's what I need.",living_room,direct
162,"Actually, Could you guide me to our main living room? without waiting.",living_room,direct
163,"Right now, Is it okay to go to the living room zone? right away.",living_room,direct
164,"Tonight, We need to move the sofa cushion like, right now.",living_room,indirect
165,"Tonight, I think I will stay in the cozy living room immediately.",living_room,direct
166,"By the way, Let's find a spot in the place where the large sofa is since I have nothing else to do.",living_room,ambiguous
167,"If possible, I need to step into the spacious living room area without waiting.",living_room,direct
168,"Basically, Let's find a spot in the room with the best view of the outside to spend some time.",living_room,ambiguous
169,"Since I'm tired, Let's move to the living room zone to spend some time.",living_room,direct
170,"Surprisingly, Take me to the place where the family gathers before it gets too late.",living_room,ambiguous
171,"Suddenly, Let's head over to our main living room because that's what I need.",living_room,direct
172,"Honestly, I want to spend my afternoon in the most spacious area of the house for real.",living_room,ambiguous
173,"This weekend, I think I will stay in the living room zone like, right now.",living_room,direct
174,I want to spend my afternoon in the central lounge area because that's what I need.,living_room,ambiguous
175,"Surprisingly, Let's move to the family living room right away.",living_room,direct
176,"Well, I'm just staring at the surround speakers for a moment.",living_room,indirect
177,"Hey, Can you adjust the warm fireplace? right away.",living_room,indirect
178,"Suddenly, I'm going to lie down by the TV remote control like, right now.",living_room,indirect
179,"Right now, I'll be waiting in the most spacious area of the house before it gets too late.",living_room,ambiguous
180,"I feel like hanging out in the place where the family gathers like, right now.",living_room,ambiguous
181,"For some reason, I am heading towards our main living room.",living_room,direct
182,"Lately, Take me to the place where the large sofa is.",living_room,ambiguous
183,"Look, I am sitting right next to the comfortable couch before it gets too late.",living_room,indirect
184,"As planned, I'll be waiting in the most spacious area of the house because that's what I need.",living_room,ambiguous
185,"Unbelievably, Could you guide me to the family living room? if you can.",living_room,direct
186,"Without a doubt, I want to go to the cozy living room since I have nothing else to do.",living_room,direct
187,"Unbelievably, Let's move to the living room zone before it gets too late.",living_room,direct
188,"Look, Let's take a rest in the central lounge area for a moment.",living_room,ambiguous
189,"Tonight, I want to go to the spacious living room area for a change.",living_room,direct
190,"Since I'm bored, Show me the way to the living room immediately.",living_room,direct
191,"Actually, We need to move the surround speakers to spend some time.",living_room,indirect
192,I think I need to step into the central living room if you can.,living_room,direct
193,"Honestly, Let's check out the surround speakers to feel better.",living_room,indirect
194,I think Let's clean up the soft carpet for a change.,living_room,indirect
195,Maybe I think I will stay in the living room zone for a moment.,living_room,direct
196,"First of all, Let's head over to the living room zone for a moment.",living_room,direct
197,I guess I'm going to lie down by the TV remote control before going out.,living_room,indirect
198,"Actually, Can you direct me to the room with the best view of the outside? for real.",living_room,ambiguous
199,"First of all, Let's move to our main living room because I feel like it.",living_room,direct
200,"This weekend, I'm just going to walk into the central living room if you can.",living_room,direct
201,"Since I'm bored, Let's head over to the cozy living room if you can.",living_room,direct
202,"Right now, Let's clean up the large rug on the floor without waiting.",living_room,indirect
203,I think Can you take me to the family living room? to spend some time.,living_room,direct
204,"Surprisingly, I want to sit on the large rug on the floor before going out.",living_room,indirect
205,Maybe Let's clean up the surround speakers immediately.,living_room,indirect
206,"Right now, I want to sit on the warm fireplace for a change.",living_room,indirect
207,"As planned, Let's gather in the central living room without waiting.",living_room,direct
208,"Suddenly, I think I will stay in the cozy living room for real.",living_room,direct
209,I guess I need to step into our main living room.,living_room,direct
210,"Tonight, Let's find a spot in where we usually watch shows together to feel better.",living_room,ambiguous
211,"If possible, Can you direct me to the room with the best view of the outside? immediately.",living_room,ambiguous
212,"Right now, I am heading towards the cozy living room for a change.",living_room,direct
213,"Actually, I want to spend my afternoon in the main room with the big windows if you can.",living_room,ambiguous
214,"Actually, Let's gather in the spacious living room area since I have nothing else to do.",living_room,direct
215,"If possible, I feel like hanging out in the room with the best view of the outside if you can.",living_room,ambiguous
216,"Just so you know, Let's head over to the living room zone to clear my head.",living_room,direct
217,"First of all, Can you direct me to the main room with the big windows? to clear my head.",living_room,ambiguous
218,I'm just staring at the side table to feel better.,living_room,indirect
219,"Just so you know, I want to sit on the photo frames to clear my head.",living_room,indirect
220,"Since I'm bored, I want to go to our main living room immediately.",living_room,direct
221,"Tonight, I am heading towards the spacious living room area for a moment.",living_room,direct
222,"As planned, Let's clean up the comfortable couch as soon as possible.",living_room,indirect
223,"Tonight, I think I will stay in the cozy living room before it gets too late.",living_room,direct
224,"Since I'm tired, I need to clear my mind in the central lounge area because that's what I need.",living_room,ambiguous
225,Is it okay to go to the living room? because I feel like it.,living_room,direct
226,"Tonight, I'll be relaxing near the warm fireplace right away.",living_room,indirect
227,"After a long day, We need to move the paintings hanging on the wall right away.",living_room,indirect
228,"Actually, Is it okay to go to our main living room? right away.",living_room,direct
229,I guess Take me to the most spacious area of the house without waiting.,living_room,ambiguous
230,"Suddenly, Let's find a spot in the room with the best view of the outside for a moment.",living_room,ambiguous
231,Maybe Can you direct me to where we usually watch shows together? for a moment.,living_room,ambiguous
232,"Actually, I want to sit on the warm fireplace since I have nothing else to do.",living_room,indirect
233,"Right now, Can you turn on the surround speakers? for a change.",living_room,indirect
234,"As planned, We need to move the side table.",living_room,indirect
235,"Tonight, I need to clear my mind in the place where the large sofa is.",living_room,ambiguous
236,"Tonight, Take me to the place where the large sofa is for a change.",living_room,ambiguous
237,"Actually, I want to go to the cozy living room like, right now.",living_room,direct
238,"Hey, Let's head over to the central living room before going out.",living_room,direct
239,"Hey, Let's find a spot in where we usually watch shows together without waiting.",living_room,ambiguous
240,"Just so you know, Could you guide me to the living room zone? to spend some time.",living_room,direct
241,"Suddenly, Let's head over to the spacious living room area for a moment.",living_room,direct
242,"Since I'm tired, I'm just staring at the luxurious chandelier for real.",living_room,indirect
243,"As planned, I want to go to the cozy living room for real.",living_room,direct
244,"Suddenly, I love the look of the smart TV immediately.",living_room,indirect
245,"Look, We need to move the side table without waiting.",living_room,indirect
246,"Hey, Let's clean up the side table because I feel like it.",living_room,indirect
247,I think Let's take a rest in where we usually watch shows together for a change.,living_room,ambiguous
248,"Since I'm bored, Let's head over to the cozy living room because I feel like it.",living_room,direct
249,"Hey, I want to sit on the photo frames without waiting.",living_room,indirect
250,"Lately, Can you adjust the soft carpet? because that's what I need.",living_room,indirect
251,"Since I'm bored, I feel like hanging out in the central lounge area to spend some time.",living_room,ambiguous
252,"Right now, I'm going to lie down by the surround speakers if you can.",living_room,indirect
253,"Look, Let's head over to the living room zone to spend some time.",living_room,direct
254,"As planned, I need to clear my mind in the place where the large sofa is before going out.",living_room,ambiguous
255,"By the way, I'm going to spend time near the smart TV without waiting.",living_room,indirect
256,"After a long day, I'm going to spend time near the warm fireplace like, right now.",living_room,indirect
257,"Well, We need to move the surround speakers since I have nothing else to do.",living_room,indirect
258,"Suddenly, I want to go to the living room before going out.",living_room,direct
259,"Unbelievably, Let's move to our main living room to feel better.",living_room,direct
260,"Hey, Let's take a rest in the most spacious area of the house if you can.",living_room,ambiguous
261,"First of all, Let's move to our main living room to feel better.",living_room,direct
262,"Unbelievably, I think I will stay in the cozy living room as soon as possible.",living_room,direct
263,"By the way, I need to step into the family living room if you can.",living_room,direct
264,I think Let's clean up the armchair as soon as possible.,living_room,indirect
265,"Surprisingly, I'm just staring at the TV remote control for a moment.",living_room,indirect
266,"Actually, Can you adjust the warm fireplace? for real.",living_room,indirect
267,"Just so you know, I am drawn to the main room with the big windows for a change.",living_room,ambiguous
268,"Since I'm bored, I am drawn to the main room with the big windows immediately.",living_room,ambiguous
269,Let's take a rest in the cozy relaxation spot for a moment.,living_room,ambiguous
270,"Basically, I am drawn to the main room with the big windows for a change.",living_room,ambiguous
271,"First of all, I'll be waiting in the most spacious area of the house.",living_room,ambiguous
272,"This weekend, Can you adjust the comfortable couch? for real.",living_room,indirect
273,"Surprisingly, I want to go to the living room zone for a change.",living_room,direct
274,"First of all, Take me to the central lounge area because that's what I need.",living_room,ambiguous
275,"If you don't mind, I want to sit on the coffee table because that's what I need.",living_room,indirect
276,"Honestly, Let's take a rest in the central lounge area without waiting.",living_room,ambiguous
277,"As planned, Let's clean up the paintings hanging on the wall because that's what I need.",living_room,indirect
278,"This weekend, I want to go to the cozy living room to clear my head.",living_room,direct
279,"This weekend, Is it okay to go to the living room zone? to feel better.",living_room,direct
280,"Lately, Can you turn on the armchair? like, right now.",living_room,indirect
281,"Since I'm tired, I feel like hanging out in the place where the family gathers since I have nothing else to do.",living_room,ambiguous
282,"Hey, I'll be relaxing near the paintings hanging on the wall before it gets too late.",living_room,indirect
283,"Tonight, I love the look of the paintings hanging on the wall to clear my head.",living_room,indirect
284,"Hey, I am drawn to the room with the best view of the outside right away.",living_room,ambiguous
285,"Just so you know, Let's take a rest in where we usually watch shows together for a moment.",living_room,ambiguous
286,"Right now, I am heading towards the spacious living room area without waiting.",living_room,direct
287,"Lately, I want to sit on the surround speakers to clear my head.",living_room,indirect
288,"This weekend, Could you guide me to the living room zone? like, right now.",living_room,direct
289,"If you don't mind, I want to go to the living room right away.",living_room,direct
290,"Well, I am sitting right next to the paintings hanging on the wall to clear my head.",living_room,indirect
291,"Surprisingly, I'm just going to walk into the cozy living room like, right now.",living_room,direct
292,"Actually, I'll be relaxing near the TV remote control before it gets too late.",living_room,indirect
293,"Honestly, I feel like hanging out in the cozy relaxation spot for a change.",living_room,ambiguous
294,"If you don't mind, I need to step into the cozy living room to clear my head.",living_room,direct
295,"Without a doubt, I want to go to the spacious living room area like, right now.",living_room,direct
296,"Unbelievably, I am sitting right next to the paintings hanging on the wall as soon as possible.",living_room,indirect
297,"Without a doubt, I need to clear my mind in the most spacious area of the house without waiting.",living_room,ambiguous
298,"Without a doubt, I'll be relaxing near the side table before going out.",living_room,indirect
299,"Since I'm bored, I am sitting right next to the armchair for real.",living_room,indirect
300,"Actually, Can you direct me to where we usually watch shows together? to spend some time.",living_room,ambiguous
301,"After a long day, Take me to the main room with the big windows.",living_room,ambiguous
302,"Since I'm bored, I'm going to spend time near the soft carpet before going out.",living_room,indirect
303,"Just so you know, Let's gather in the spacious living room area without waiting.",living_room,direct
304,"If possible, I feel like hanging out in the main room with the big windows to spend some time.",living_room,ambiguous
305,Maybe Let's find a spot in where we usually watch shows together because that's what I need.,living_room,ambiguous
306,"As planned, I love the look of the surround speakers like, right now.",living_room,indirect
307,Let's head over to the living room zone immediately.,living_room,direct
308,"Since I'm tired, Can you turn on the surround speakers? to feel better.",living_room,indirect
309,"Actually, I love the look of the sofa cushion right away.",living_room,indirect
310,Maybe I'm just going to walk into our main living room for a change.,living_room,direct
311,"Look, I'm just staring at the soft carpet right away.",living_room,indirect
312,"Tonight, Let's check out the armchair right away.",living_room,indirect
313,I think Show me the way to our main living room to clear my head.,living_room,direct
314,"By the way, Can you adjust the photo frames? to feel better.",living_room,indirect
315,"Look, Is it okay to go to the central living room?",living_room,direct
316,I think Take me to the place where the large sofa is right away.,living_room,ambiguous
317,"By the way, Is it okay to go to the family living room? as soon as possible.",living_room,direct
318,"Honestly, I'm just going to walk into the cozy living room.",living_room,direct
319,"If possible, I want to spend my afternoon in the central lounge area for real.",living_room,ambiguous
320,"First of all, I feel like hanging out in where we usually watch shows together without waiting.",living_room,ambiguous
321,"Honestly, I'm just going to walk into our main living room like, right now.",living_room,direct
322,"Look, Is it okay to go to the living room zone?",living_room,direct
323,"As planned, I want to sit on the warm fireplace if you can.",living_room,indirect
324,"Actually, I am sitting right next to the coffee table without waiting.",living_room,indirect
325,"This weekend, Let's gather in the family living room for real.",living_room,direct
326,"Actually, I'm going to spend time near the coffee table because that's what I need.",living_room,indirect
327,"Suddenly, Let's gather in the family living room before going out.",living_room,direct
328,"Honestly, Can you turn on the armchair? because that's what I need.",living_room,indirect
329,"Tonight, I'll be relaxing near the coffee table before it gets too late.",living_room,indirect
330,"As planned, I want to spend my afternoon in the main room with the big windows.",living_room,ambiguous
331,"Lately, We need to move the coffee table as soon as possible.",living_room,indirect
332,"Surprisingly, I want to go to our main living room for real.",living_room,direct
333,"After a long day, Is it okay to go to the living room zone? like, right now.",living_room,direct
334,"Look, I feel like hanging out in the cozy relaxation spot because that's what I need.",living_room,ambiguous
335,"Lately, Can you turn on the large rug on the floor? like, right now.",living_room,indirect
336,"Since I'm bored, Show me the way to the living room zone because that's what I need.",living_room,direct
337,"Actually, I am sitting right next to the large rug on the floor as soon as possible.",living_room,indirect
338,"Unbelievably, Can you adjust the surround speakers? like, right now.",living_room,indirect
339,"Hey, Is it okay to go to the living room? because I feel like it.",living_room,direct
340,"Just so you know, I want to sit on the paintings hanging on the wall like, right now.",living_room,indirect
341,"Basically, I'm going to spend time near the smart TV before going out.",living_room,indirect
342,"Without a doubt, I'll be relaxing near the paintings hanging on the wall like, right now.",living_room,indirect
343,"Unbelievably, I want to spend my afternoon in the central lounge area because that's what I need.",living_room,ambiguous
344,"Honestly, I am sitting right next to the warm fireplace immediately.",living_room,indirect
345,"For some reason, Can you direct me to the cozy relaxation spot? to clear my head.",living_room,ambiguous
346,"Without a doubt, Show me the way to the family living room.",living_room,direct
347,"After a long day, Let's clean up the paintings hanging on the wall as soon as possible.",living_room,indirect
348,"Since I'm tired, Let's head over to the living room without waiting.",living_room,direct
349,"Unbelievably, Let's find a spot in the place where the large sofa is before it gets too late.",living_room,ambiguous
350,"Surprisingly, I need to step into the spacious living room area if you can.",living_room,direct
351,"This weekend, I'm just staring at the smart TV to clear my head.",living_room,indirect
352,"Surprisingly, I'm going to spend time near the soft carpet like, right now.",living_room,indirect
353,"For some reason, Let's take a rest in the most spacious area of the house for a moment.",living_room,ambiguous
354,"By the way, I feel like hanging out in where we usually watch shows together for a change.",living_room,ambiguous
355,I'll be waiting in the central lounge area because that's what I need.,living_room,ambiguous
356,"Honestly, Take me to the place where the large sofa is immediately.",living_room,ambiguous
357,"Without a doubt, I am sitting right next to the paintings hanging on the wall if you can.",living_room,indirect
358,Maybe I am drawn to the central lounge area before it gets too late.,living_room,ambiguous
359,"This weekend, Let's find a spot in the place where the large sofa is.",living_room,ambiguous
360,"Surprisingly, I'll be waiting in the place where the family gathers to spend some time.",living_room,ambiguous
361,"Lately, I'm just going to walk into the family living room for a change.",living_room,direct
362,"If possible, I'm going to spend time near the TV remote control to feel better.",living_room,indirect
363,"I guess I need to step into the family living room like, right now.",living_room,direct
364,"First of all, Let's find a spot in the main room with the big windows for a moment.",living_room,ambiguous
365,I am sitting right next to the photo frames without waiting.,living_room,indirect
366,"Surprisingly, I am heading towards the living room because I feel like it.",living_room,direct
367,"Right now, I'll be waiting in the cozy relaxation spot as soon as possible.",living_room,ambiguous
368,"Hey, Can you direct me to the main room with the big windows? to feel better.",living_room,ambiguous
369,Maybe I'm just going to walk into the spacious living room area since I have nothing else to do.,living_room,direct
370,"Surprisingly, I am heading towards the central living room if you can.",living_room,direct
371,"Suddenly, I want to spend my afternoon in the cozy relaxation spot before it gets too late.",living_room,ambiguous
372,Maybe I love the look of the TV remote control right away.,living_room,indirect
373,"Honestly, I want to go to the living room immediately.",living_room,direct
374,"Actually, Let's take a rest in the place where the large sofa is for real.",living_room,ambiguous
375,I guess I'll be relaxing near the soft carpet because that's what I need.,living_room,indirect
376,"First of all, Let's find a spot in the most spacious area of the house.",living_room,ambiguous
377,"Tonight, I want to spend my afternoon in the cozy relaxation spot to feel better.",living_room,ambiguous
378,"This weekend, Show me the way to the family living room to spend some time.",living_room,direct
379,"For some reason, Can you adjust the armchair? without waiting.",living_room,indirect
380,"If you don't mind, Let's check out the armchair for a moment.",living_room,indirect
381,"For some reason, I'll be relaxing near the surround speakers because I feel like it.",living_room,indirect
382,"Right now, I feel like hanging out in the central lounge area because I feel like it.",living_room,ambiguous
383,"By the way, Can you turn on the comfortable couch? like, right now.",living_room,indirect
384,"Basically, I feel like hanging out in the place where the family gathers before going out.",living_room,ambiguous
385,"After a long day, I am drawn to the place where the family gathers.",living_room,ambiguous
386,"Unbelievably, I'm going to spend time near the smart TV because I feel like it.",living_room,indirect
387,"Unbelievably, Take me to the place where the large sofa is because that's what I need.",living_room,ambiguous
388,"If possible, Can you take me to the living room zone? to clear my head.",living_room,direct
389,"As planned, I'm just going to walk into the living room before going out.",living_room,direct
390,"After a long day, Can you direct me to the place where the family gathers? because that's what I need.",living_room,ambiguous
391,"Basically, Let's head over to the living room immediately.",living_room,direct
392,"Since I'm bored, Can you direct me to the place where the large sofa is? to clear my head.",living_room,ambiguous
393,"Tonight, Is it okay to go to the family living room? as soon as possible.",living_room,direct
