id,sentence,class,label
30,"Since I'm tired, Take me to the main room with the big windows if you can.",living_room,ambiguous
31,"After a long day, I want to sit on the soft carpet as soon as possible.",living_room,indirect
32,"After a long day, I feel like hanging out in the place where the large sofa is because I feel like it.",living_room,ambiguous
33,"As planned, I think I will stay in the central living room before it gets too late.",living_room,direct
34,"Just so you know, Can you adjust the armchair? for real.",living_room,indirect
35,"Since I'm bored, I feel like hanging out in the main room with the big windows for real.",living_room,ambiguous
36,"Honestly, I'll be relaxing near the comfortable couch.",living_room,indirect
37,I guess Let's find a spot in the most spacious area of the house for a change.,living_room,ambiguous
38,"Hey, I want to spend my afternoon in the room with the best view of the outside since I have nothing else to do.",living_room,ambiguous
39,"Honestly, Let's clean up the large rug on the floor to feel better.",living_room,indirect
40,"Just so you know, I'll be waiting in the most spacious area of the house right away.",living_room,ambiguous
41,"As planned, Can you direct me to the room with the best view of the outside? before it gets too late.",living_room,ambiguous
42,"Honestly, Can you direct me to the main room with the big windows? for real.",living_room,ambiguous
43,"First of all, Can you direct me to the cozy relaxation spot? to clear my head.",living_room,ambiguous
44,"Show me the way to the family living room like, right now.",living_room,direct
45,Maybe I need to step into the living room zone before going out.,living_room,direct
46,"Since I'm bored, I am drawn to the room with the best view of the outside like, right now.",living_room,ambiguous
47,"Actually, Take me to the central lounge area.",living_room,ambiguous
48,"After a long day, I need to clear my mind in the central lounge area before it gets too late.",living_room,ambiguous
49,"First of all, Take me to the central lounge area since I have nothing else to do.",living_room,ambiguous
50,"Tonight, Let's gather in the family living room like, right now.",living_room,direct
51,"Tonight, Can you direct me to where we usually watch shows together? to clear my head.",living_room,ambiguous
52,"Look, Can you turn on the smart TV? because I feel like it.",living_room,indirect
53,"Look, Show me the way to the family living room to spend some time.",living_room,direct
54,"Just so you know, Let's head over to the living room zone to clear my head.",living_room,direct
55,"By the way, Take me to the central lounge area for a moment.",living_room,ambiguous
56,"Hey, Show me the way to the living room because I feel like it.",living_room,direct
57,"Basically, I'll be relaxing near the large rug on the floor to feel better.",living_room,indirect
58,I want to spend my afternoon in the place where the family gathers.,living_room,ambiguous
59,"Hey, Can you turn on the large rug on the floor? to clear my head.",living_room,indirect
60,"Since I'm tired, I want to spend my afternoon in the main room with the big windows.",living_room,ambiguous
61,"Suddenly, Let's take a rest in the central lounge area as soon as possible.",living_room,ambiguous
62,"As planned, Let's move to the central living room to spend some time.",living_room,direct
63,"By the way, I want to sit on the smart TV for real.",living_room,indirect
64,"Just so you know, I need to clear my mind in the central lounge area to spend some time.",living_room,ambiguous
65,"Unbelievably, I'll be waiting in the main room with the big windows to clear my head.",living_room,ambiguous
66,"Well, I'll be relaxing near the armchair because that's what I need.",living_room,indirect
67,"Tonight, I am heading towards our main living room.",living_room,direct
68,"Actually, Let's check out the smart TV for a moment.",living_room,indirect
69,I think We need to move the warm fireplace because that's what I need.,living_room,indirect
70,"After a long day, I am drawn to the central lounge area before it gets too late.",living_room,ambiguous
71,"Since I'm tired, I'm going to lie down by the TV remote control for a change.",living_room,indirect
72,"For some reason, I'm just going to walk into the cozy living room to spend some time.",living_room,direct
73,"Basically, I think I will stay in the central living room before it gets too late.",living_room,direct
74,"Look, I need to step into the spacious living room area to spend some time.",living_room,direct
75,I guess I feel like hanging out in the main room with the big windows without waiting.,living_room,ambiguous
76,"For some reason, I am sitting right next to the sofa cushion for real.",living_room,indirect
77,"Since I'm tired, Can you direct me to the central lounge area? like, right now.",living_room,ambiguous
78,"Unbelievably, Let's clean up the paintings hanging on the wall.",living_room,indirect
79,"Basically, Can you direct me to the room with the best view of the outside? before going out.",living_room,ambiguous
80,"Surprisingly, I need to clear my mind in the most spacious area of the house to feel better.",living_room,ambiguous
81,Let's check out the large rug on the floor for a change.,living_room,indirect
82,"Surprisingly, Let's clean up the comfortable couch because I feel like it.",living_room,indirect
83,I guess I'll be waiting in the main room with the big windows without waiting.,living_room,ambiguous
84,"For some reason, I am drawn to the central lounge area to clear my head.",living_room,ambiguous
85,"Just so you know, I am drawn to the place where the family gathers to spend some time.",living_room,ambiguous
86,"Lately, Can you take me to the family living room? to spend some time.",living_room,direct
87,"Suddenly, Let's move to the family living room for a moment.",living_room,direct
88,"Unbelievably, I am sitting right next to the TV remote control like, right now.",living_room,indirect
89,I guess We need to move the large rug on the floor for a moment.,living_room,indirect
91,"After a long day, I need to step into the living room zone because I feel like it.",living_room,direct
92,"First of all, I need to clear my mind in the place where the large sofa is as soon as possible.",living_room,ambiguous
93,"Since I'm tired, Is it okay to go to the living room? like, right now.",living_room,direct
94,Maybe I'm going to lie down by the smart TV to feel better.,living_room,indirect
95,"Right now, I'm going to spend time near the warm fireplace since I have nothing else to do.",living_room,indirect
96,"First of all, I want to go to our main living room if you can.",living_room,direct
97,"Right now, Let's clean up the surround speakers like, right now.",living_room,indirect
98,"As planned, I am heading towards our main living room.",living_room,direct
99,Let's take a rest in the main room with the big windows.,living_room,ambiguous
100,I think I think I will stay in the central living room to clear my head.,living_room,direct
101,"Without a doubt, I'll be waiting in the place where the large sofa is for a moment.",living_room,ambiguous
102,"If you don't mind, I think I will stay in the living room because I feel like it.",living_room,direct
103,"If possible, I am heading towards our main living room to clear my head.",living_room,direct
104,I'll be relaxing near the surround speakers for real.,living_room,indirect
105,"Since I'm tired, Show me the way to our main living room as soon as possible.",living_room,direct
106,"Well, Could you guide me to the family living room? for real.",living_room,direct
107,"Actually, Show me the way to the cozy living room like, right now.",living_room,direct
108,"First of all, Let's take a rest in the place where the large sofa is before it gets too late.",living_room,ambiguous
109,"Actually, Can you direct me to the room with the best view of the outside? right away.",living_room,ambiguous
110,"Since I'm bored, I'm just staring at the comfortable couch right away.",living_room,indirect
111,"If you don't mind, I want to sit on the sofa cushion before it gets too late.",living_room,indirect
112,"First of all, I want to spend my afternoon in the cozy relaxation spot since I have nothing else to do.",living_room,ambiguous
113,Maybe Let's clean up the paintings hanging on the wall without waiting.,living_room,indirect
114,"Just so you know, Can you turn on the armchair? like, right now.",living_room,indirect
115,"Well, I think I will stay in the living room zone.",living_room,direct
116,"This weekend, We need to move the photo frames to clear my head.",living_room,indirect
117,I guess I want to sit on the armchair to clear my head.,living_room,indirect
118,"This weekend, I need to step into the spacious living room area for a moment.",living_room,direct
119,"Honestly, I want to go to the cozy living room before going out.",living_room,direct
120,I think Let's clean up the soft carpet as soon as possible.,living_room,indirect
121,"First of all, I need to clear my mind in where we usually watch shows together since I have nothing else to do.",living_room,ambiguous
122,"For some reason, I am drawn to the most spacious area of the house to clear my head.",living_room,ambiguous
123,I guess Take me to the central lounge area to spend some time.,living_room,ambiguous
124,"Look, Can you direct me to the most spacious area of the house? because that's what I need.",living_room,ambiguous
125,"Basically, Can you adjust the photo frames? since I have nothing else to do.",living_room,indirect
126,"Well, I'll be relaxing near the smart TV right away.",living_room,indirect
127,"After a long day, Let's head over to the spacious living room area if you can.",living_room,direct
128,"As planned, I'm just going to walk into the family living room for a moment.",living_room,direct
129,"Without a doubt, I am drawn to the place where the large sofa is to spend some time.",living_room,ambiguous
130,"After a long day, Can you adjust the TV remote control? to feel better.",living_room,indirect
131,"Tonight, I'm just staring at the smart TV before it gets too late.",living_room,indirect
132,"Unbelievably, I feel like hanging out in the main room with the big windows for real.",living_room,ambiguous
133,"Tonight, We need to move the side table because I feel like it.",living_room,indirect
134,"Basically, Let's check out the armchair for real.",living_room,indirect
135,"Tonight, I feel like hanging out in where we usually watch shows together because I feel like it.",living_room,ambiguous
136,"First of all, I'm just going to walk into the family living room to spend some time.",living_room,direct
137,"First of all, I want to sit on the coffee table like, right now.",living_room,indirect
138,"If you don't mind, I am sitting right next to the comfortable couch because I feel like it.",living_room,indirect
139,"Since I'm tired, Could you guide me to the living room? to spend some time.",living_room,direct
140,"For some reason, I think I will stay in the living room zone to feel better.",living_room,direct
141,"Lately, Let's head over to the living room zone for real.",living_room,direct
142,"Tonight, Let's gather in the central living room to feel better.",living_room,direct
143,Maybe Let's take a rest in the main room with the big windows because I feel like it.,living_room,ambiguous
144,"First of all, Can you direct me to the most spacious area of the house? as soon as possible.",living_room,ambiguous
145,I think I want to spend my afternoon in the cozy relaxation spot before it gets too late.,living_room,ambiguous
146,"Suddenly, Show me the way to the cozy living room to spend some time.",living_room,direct
147,"Tonight, Take me to the place where the large sofa is.",living_room,ambiguous
148,"Actually, I want to go to the central living room to spend some time.",living_room,direct
149,"Look, Let's check out the sofa cushion as soon as possible.",living_room,indirect
150,Maybe Can you direct me to the room with the best view of the outside? to spend some time.,living_room,ambiguous
151,"Right now, Let's take a rest in where we usually watch shows together immediately.",living_room,ambiguous
152,"Tonight, I need to clear my mind in the place where the family gathers immediately.",living_room,ambiguous
153,"If possible, I am sitting right next to the TV remote control for a moment.",living_room,indirect
154,"Tonight, Take me to the place where the large sofa is because that's what I need.",living_room,ambiguous
155,"Since I'm bored, Is it okay to go to our main living room? before going out.",living_room,direct
156,"By the way, Can you adjust the surround speakers? to feel better.",living_room,indirect
157,"Honestly, Let's gather in the spacious living room area for real.",living_room,direct
158,"Since I'm tired, I'm going to spend time near the smart TV before going out.",living_room,indirect
159,"Hey, I'll be waiting in the place where the family gathers for a change.",living_room,ambiguous
160,"Unbelievably, I'm going to spend time near the large rug on the floor because I feel like it.",living_room,indirect
161,"Just so you know, Show me the way to our main living room for real.",living_room,direct
162,"For some reason, I feel like hanging out in the place where the large sofa is to feel better.",living_room,ambiguous
163,"By the way, I am sitting right next to the sofa cushion to clear my head.",living_room,indirect
164,I guess Is it okay to go to the cozy living room? if you can.,living_room,direct
165,"Well, Let's clean up the side table as soon as possible.",living_room,indirect
166,"Lately, I need to step into the family living room without waiting.",living_room,direct
167,Maybe Let's clean up the luxurious chandelier.,living_room,indirect
168,"Basically, I want to go to the living room zone as soon as possible.",living_room,direct
169,"Hey, I'll be relaxing near the warm fireplace for a moment.",living_room,indirect
170,"Look, I'll be waiting in the place where the large sofa is right away.",living_room,ambiguous
171,I think I'll be waiting in where we usually watch shows together to clear my head.,living_room,ambiguous
172,I think I want to spend my afternoon in the central lounge area since I have nothing else to do.,living_room,ambiguous
173,"Suddenly, Let's take a rest in the cozy relaxation spot if you can.",living_room,ambiguous
174,I guess We need to move the paintings hanging on the wall.,living_room,indirect
175,"Well, I'll be waiting in the main room with the big windows because I feel like it.",living_room,ambiguous
176,"Unbelievably, I'm just staring at the coffee table without waiting.",living_room,indirect
177,"After a long day, Can you direct me to the main room with the big windows? to spend some time.",living_room,ambiguous
178,I guess I am drawn to the place where the large sofa is if you can.,living_room,ambiguous
179,"First of all, I need to step into the living room without waiting.",living_room,direct
180,"By the way, I'm going to spend time near the luxurious chandelier for real.",living_room,indirect
181,"Tonight, Can you direct me to the central lounge area? right away.",living_room,ambiguous
182,I think I want to go to the cozy living room immediately.,living_room,direct
183,"If you don't mind, Can you turn on the surround speakers? for a change.",living_room,indirect
184,"Without a doubt, I want to spend my afternoon in the cozy relaxation spot to spend some time.",living_room,ambiguous
185,"First of all, I'll be relaxing near the soft carpet for a moment.",living_room,indirect
186,"Unbelievably, I love the look of the luxurious chandelier if you can.",living_room,indirect
187,"Unbelievably, I want to sit on the coffee table for a change.",living_room,indirect
188,"Right now, Let's head over to the spacious living room area because that's what I need.",living_room,direct
189,"Well, I am heading towards our main living room immediately.",living_room,direct
190,"Basically, Let's head over to the family living room because I feel like it.",living_room,direct
191,"Hey, Let's check out the photo frames immediately.",living_room,indirect
192,"Since I'm bored, Can you adjust the sofa cushion? for a change.",living_room,indirect
193,"Actually, Let's check out the surround speakers for a moment.",living_room,indirect
194,"After a long day, I think I will stay in the family living room if you can.",living_room,direct
195,"Just so you know, Could you guide me to the cozy living room? for real.",living_room,direct
196,"Surprisingly, I'm just staring at the comfortable couch like, right now.",living_room,indirect
197,"First of all, I am drawn to the central lounge area right away.",living_room,ambiguous
198,Maybe Can you adjust the TV remote control? immediately.,living_room,indirect
199,"Hey, Take me to the place where the large sofa is because I feel like it.",living_room,ambiguous
200,"First of all, I'm just going to walk into the cozy living room because I feel like it.",living_room,direct
201,Maybe I'm going to lie down by the warm fireplace to clear my head.,living_room,indirect
202,"Tonight, We need to move the side table for a change.",living_room,indirect
203,"Surprisingly, I need to step into the cozy living room for a moment.",living_room,direct
204,"Actually, Let's take a rest in the most spacious area of the house as soon as possible.",living_room,ambiguous
205,"Well, I want to spend my afternoon in the place where the family gathers for a moment.",living_room,ambiguous
206,"Look, Let's head over to the family living room before it gets too late.",living_room,direct
207,"Well, I want to spend my afternoon in where we usually watch shows together for a moment.",living_room,ambiguous
208,"For some reason, I want to spend my afternoon in where we usually watch shows together.",living_room,ambiguous
209,"Hey, I'm just going to walk into the spacious living room area for real.",living_room,direct
210,"First of all, Let's clean up the side table for real.",living_room,indirect
211,"Basically, Can you take me to the family living room? for real.",living_room,direct
212,"Unbelievably, Could you guide me to the cozy living room? for real.",living_room,direct
213,"If possible, Can you adjust the sofa cushion? before it gets too late.",living_room,indirect
214,"Look, We need to move the smart TV right away.",living_room,indirect
215,"For some reason, Can you take me to the living room? to feel better.",living_room,direct
216,"After a long day, I want to spend my afternoon in the central lounge area immediately.",living_room,ambiguous
217,Maybe Let's move to the cozy living room for a moment.,living_room,direct
218,"This weekend, I need to clear my mind in the main room with the big windows since I have nothing else to do.",living_room,ambiguous
219,"Well, I'm just staring at the side table because that's what I need.",living_room,indirect
220,"Actually, Can you direct me to the central lounge area? because that's what I need.",living_room,ambiguous
221,"After a long day, I want to spend my afternoon in the most spacious area of the house for real.",living_room,ambiguous
222,"Since I'm bored, I'm just going to walk into the central living room if you can.",living_room,direct
223,"Since I'm tired, Let's check out the surround speakers before going out.",living_room,indirect
224,"Just so you know, We need to move the side table before it gets too late.",living_room,indirect
225,"Actually, I need to clear my mind in the cozy relaxation spot for a change.",living_room,ambiguous
226,I think I want to go to the living room as soon as possible.,living_room,direct
227,"If possible, I'm going to lie down by the soft carpet since I have nothing else to do.",living_room,indirect
228,"First of all, Show me the way to the spacious living room area to spend some time.",living_room,direct
229,I think Show me the way to the family living room for a change.,living_room,direct
230,"Unbelievably, I'll be relaxing near the coffee table since I have nothing else to do.",living_room,indirect
231,Can you adjust the luxurious chandelier? to clear my head.,living_room,indirect
232,"By the way, I am drawn to the central lounge area for real.",living_room,ambiguous
233,"Tonight, Take me to where we usually watch shows together right away.",living_room,ambiguous
234,"This weekend, Can you take me to the living room? immediately.",living_room,direct
235,"Surprisingly, I love the look of the paintings hanging on the wall without waiting.",living_room,indirect
236,"Surprisingly, I want to spend my afternoon in the place where the family gathers for real.",living_room,ambiguous
237,"Since I'm tired, Let's clean up the TV remote control before going out.",living_room,indirect
238,"Since I'm tired, Let's move to the family living room if you can.",living_room,direct
239,Let's find a spot in the cozy relaxation spot as soon as possible.,living_room,ambiguous
240,"This weekend, Can you take me to the spacious living room area? if you can.",living_room,direct
241,"Since I'm bored, I want to spend my afternoon in the room with the best view of the outside to spend some time.",living_room,ambiguous
242,"Suddenly, I am heading towards the living room zone since I have nothing else to do.",living_room,direct
243,"After a long day, Can you adjust the sofa cushion? immediately.",living_room,indirect
244,"Tonight, I am sitting right next to the armchair to spend some time.",living_room,indirect
245,"Tonight, I love the look of the soft carpet before going out.",living_room,indirect
246,"Suddenly, Let's head over to the cozy living room immediately.",living_room,direct
247,"Well, I'll be relaxing near the comfortable couch because that's what I need.",living_room,indirect
248,"For some reason, Let's move to the central living room as soon as possible.",living_room,direct
249,"Unbelievably, Let's find a spot in the room with the best view of the outside without waiting.",living_room,ambiguous
250,I'll be waiting in the central lounge area to clear my head.,living_room,ambiguous
251,"Well, Let's head over to our main living room to clear my head.",living_room,direct
252,"After a long day, Let's gather in the spacious living room area for real.",living_room,direct
253,"Well, Let's find a spot in the most spacious area of the house immediately.",living_room,ambiguous
254,"This weekend, I want to spend my afternoon in the main room with the big windows because that's what I need.",living_room,ambiguous
255,"If you don't mind, Is it okay to go to the living room? as soon as possible.",living_room,direct
256,"For some reason, I need to step into the central living room before it gets too late.",living_room,direct
257,"Hey, Can you turn on the TV remote control?",living_room,indirect
258,"Since I'm bored, Can you turn on the sofa cushion? before going out.",living_room,indirect
259,"Since I'm tired, I'm just going to walk into the living room zone before going out.",living_room,direct
260,"This weekend, Let's take a rest in the most spacious area of the house to spend some time.",living_room,ambiguous
261,"Look, I want to go to the central living room like, right now.",living_room,direct
262,"Since I'm bored, I think I will stay in the living room without waiting.",living_room,direct
263,"After a long day, I am drawn to the cozy relaxation spot because that's what I need.",living_room,ambiguous
264,"Surprisingly, Let's clean up the side table because I feel like it.",living_room,indirect
265,"Since I'm bored, Can you turn on the smart TV? right away.",living_room,indirect
266,"Since I'm tired, We need to move the sofa cushion immediately.",living_room,indirect
267,"Tonight, Can you direct me to the place where the large sofa is? because I feel like it.",living_room,ambiguous
268,We need to move the armchair as soon as possible.,living_room,indirect
269,"As planned, Could you guide me to the spacious living room area? for a change.",living_room,direct
270,I guess I feel like hanging out in the place where the family gathers because I feel like it.,living_room,ambiguous
271,"If you don't mind, Let's find a spot in the most spacious area of the house.",living_room,ambiguous
272,"Just so you know, Let's head over to the central living room for a moment.",living_room,direct
273,"Unbelievably, Let's head over to the family living room without waiting.",living_room,direct
274,"Look, I'll be waiting in the room with the best view of the outside as soon as possible.",living_room,ambiguous
275,"If you don't mind, Let's move to the central living room immediately.",living_room,direct
276,I think I want to spend my afternoon in the place where the large sofa is to clear my head.,living_room,ambiguous
277,"Lately, Could you guide me to the living room zone? for real.",living_room,direct
278,"Surprisingly, I'm going to spend time near the side table to clear my head.",living_room,indirect
279,"Surprisingly, Take me to the room with the best view of the outside.",living_room,ambiguous
280,"After a long day, Can you adjust the side table? to feel better.",living_room,indirect
281,"Unbelievably, Can you adjust the smart TV? before going out.",living_room,indirect
282,"As planned, I'm just staring at the soft carpet as soon as possible.",living_room,indirect
283,"If possible, Let's take a rest in the place where the family gathers because that's what I need.",living_room,ambiguous
284,I guess Can you turn on the coffee table? immediately.,living_room,indirect
285,"Since I'm bored, Can you direct me to the most spacious area of the house? immediately.",living_room,ambiguous
286,"Actually, I am drawn to where we usually watch shows together like, right now.",living_room,ambiguous
287,"Actually, I'm going to spend time near the large rug on the floor to spend some time.",living_room,indirect
288,"Since I'm tired, I think I will stay in our main living room.",living_room,direct
289,"Unbelievably, Let's take a rest in the central lounge area right away.",living_room,ambiguous
290,"Well, Let's head over to the cozy living room to clear my head.",living_room,direct
291,"Surprisingly, I'll be waiting in the cozy relaxation spot before it gets too late.",living_room,ambiguous
292,Maybe Could you guide me to the living room? before it gets too late.,living_room,direct
293,I guess Could you guide me to the cozy living room? without waiting.,living_room,direct
294,"Since I'm bored, I am sitting right next to the side table because that's what I need.",living_room,indirect
295,"If you don't mind, Show me the way to the spacious living room area because that's what I need.",living_room,direct
296,"Without a doubt, I want to go to the cozy living room immediately.",living_room,direct
297,"After a long day, I'm going to spend time near the coffee table to feel better.",living_room,indirect
298,"Since I'm bored, Let's move to our main living room immediately.",living_room,direct
299,Maybe I need to step into our main living room for a moment.,living_room,direct
300,"By the way, Is it okay to go to the living room? as soon as possible.",living_room,direct
301,I think I need to step into the cozy living room as soon as possible.,living_room,direct
302,"Look, I am drawn to the central lounge area without waiting.",living_room,ambiguous
304,"By the way, Can you adjust the large rug on the floor? immediately.",living_room,indirect
305,"For some reason, I'm just going to walk into our main living room to spend some time.",living_room,direct
306,"Lately, Let's move to the cozy living room since I have nothing else to do.",living_room,direct
307,I think Let's find a spot in the room with the best view of the outside without waiting.,living_room,ambiguous
308,"If possible, I want to spend my afternoon in the central lounge area for real.",living_room,ambiguous
309,"Hey, I'm going to spend time near the coffee table before it gets too late.",living_room,indirect
310,"Without a doubt, I'm just going to walk into the living room because I feel like it.",living_room,direct
311,"If you don't mind, Can you adjust the coffee table? for a change.",living_room,indirect
312,"If you don't mind, I'm just staring at the luxurious chandelier without waiting.",living_room,indirect
313,"Basically, I'll be relaxing near the coffee table since I have nothing else to do.",living_room,indirect
314,"Hey, I am sitting right next to the large rug on the floor as soon as possible.",living_room,indirect
315,"Hey, Let's check out the TV remote control without waiting.",living_room,indirect
316,"Tonight, Can you direct me to the room with the best view of the outside? immediately.",living_room,ambiguous
317,"Since I'm tired, I want to sit on the surround speakers because that's what I need.",living_room,indirect
318,"Unbelievably, Let's head over to the living room zone to feel better.",living_room,direct
319,"Just so you know, I'll be relaxing near the armchair to spend some time.",living_room,indirect
320,"Without a doubt, I'm just staring at the soft carpet before it gets too late.",living_room,indirect
321,"Basically, I want to sit on the paintings hanging on the wall before it gets too late.",living_room,indirect
322,"Actually, I need to clear my mind in the main room with the big windows before going out.",living_room,ambiguous
323,I think Can you direct me to the place where the family gathers? to feel better.,living_room,ambiguous
324,"Surprisingly, I am drawn to where we usually watch shows together.",living_room,ambiguous
325,"Look, I need to clear my mind in where we usually watch shows together for real.",living_room,ambiguous
326,"This weekend, I'm just going to walk into the living room to spend some time.",living_room,direct
327,"If possible, I am sitting right next to the photo frames right away.",living_room,indirect
329,"Since I'm bored, I am sitting right next to the comfortable couch to clear my head.",living_room,indirect
330,"For some reason, Is it okay to go to our main living room? to feel better.",living_room,direct
331,"If you don't mind, Let's head over to the living room zone because that's what I need.",living_room,direct
332,Take me to the room with the best view of the outside without waiting.,living_room,ambiguous
333,"Well, I'm going to spend time near the sofa cushion without waiting.",living_room,indirect
334,"Surprisingly, Let's clean up the soft carpet as soon as possible.",living_room,indirect
335,"Just so you know, Could you guide me to the living room zone? as soon as possible.",living_room,direct
336,"Suddenly, Can you take me to the central living room? because I feel like it.",living_room,direct
337,"Without a doubt, I'm going to spend time near the side table to feel better.",living_room,indirect
338,"First of all, Let's check out the armchair since I have nothing else to do.",living_room,indirect
339,"This weekend, Can you adjust the photo frames? to clear my head.",living_room,indirect
340,"Lately, I'm going to lie down by the sofa cushion as soon as possible.",living_room,indirect
341,"This weekend, I am heading towards the spacious living room area to spend some time.",living_room,direct
342,"Actually, Let's take a rest in the main room with the big windows without waiting.",living_room,ambiguous
343,"If you don't mind, I'm going to lie down by the surround speakers for a moment.",living_room,indirect
344,"Right now, Let's find a spot in where we usually watch shows together since I have nothing else to do.",living_room,ambiguous
345,"After a long day, Let's move to the living room zone as soon as possible.",living_room,direct
346,"This weekend, I want to go to the living room if you can.",living_room,direct
347,"If possible, I am heading towards the spacious living room area before it gets too late.",living_room,direct
348,I think Can you take me to the spacious living room area? to feel better.,living_room,direct
349,"After a long day, I am sitting right next to the luxurious chandelier before it gets too late.",living_room,indirect
350,"For some reason, I'm just staring at the photo frames to clear my head.",living_room,indirect
351,"Basically, Let's move to the central living room.",living_room,direct
352,"Hey, Let's move to the central living room before it gets too late.",living_room,direct
353,"This weekend, I'm just staring at the warm fireplace for a change.",living_room,indirect
354,"Well, I need to clear my mind in the place where the large sofa is for real.",living_room,ambiguous
355,"Hey, I'm going to spend time near the comfortable couch before going out.",living_room,indirect
356,"By the way, I'm just staring at the photo frames immediately.",living_room,indirect
357,"Unbelievably, Let's clean up the warm fireplace because I feel like it.",living_room,indirect
358,"If possible, I need to step into the central living room if you can.",living_room,direct
359,"Well, Take me to the place where the family gathers for a change.",living_room,ambiguous
360,I think Let's check out the TV remote control to feel better.,living_room,indirect
361,"Suddenly, I am sitting right next to the large rug on the floor for a moment.",living_room,indirect
362,"As planned, Can you direct me to the cozy relaxation spot? because that's what I need.",living_room,ambiguous
363,"Well, I think I will stay in the central living room for a moment.",living_room,direct
364,"After a long day, I want to spend my afternoon in where we usually watch shows together without waiting.",living_room,ambiguous
365,"Unbelievably, I love the look of the luxurious chandelier because I feel like it.",living_room,indirect
366,"If possible, I want to sit on the comfortable couch if you can.",living_room,indirect
367,"Surprisingly, Can you direct me to the main room with the big windows? because I feel like it.",living_room,ambiguous
368,"Unbelievably, I'll be waiting in the central lounge area before it gets too late.",living_room,ambiguous
370,"For some reason, Let's head over to the cozy living room to feel better.",living_room,direct
371,"I am drawn to the most spacious area of the house like, right now.",living_room,ambiguous
372,"Hey, Let's take a rest in the place where the family gathers to clear my head.",living_room,ambiguous
373,"Unbelievably, I am heading towards the living room before going out.",living_room,direct
374,"By the way, I need to clear my mind in the cozy relaxation spot as soon as possible.",living_room,ambiguous
375,"As planned, I love the look of the luxurious chandelier immediately.",living_room,indirect
376,"For some reason, Take me to the main room with the big windows before going out.",living_room,ambiguous
377,"Look, I love the look of the comfortable couch as soon as possible.",living_room,indirect
378,I guess I think I will stay in the family living room to spend some time.,living_room,direct
379,"Since I'm bored, Let's take a rest in the cozy relaxation spot to feel better.",living_room,ambiguous
380,"As planned, I want to spend my afternoon in the most spacious area of the house.",living_room,ambiguous
381,"Since I'm bored, Let's gather in the living room without waiting.",living_room,direct
382,"Honestly, I want to go to our main living room.",living_room,direct
383,"This weekend, Let's clean up the armchair if you can.",living_room,indirect
384,"Right now, I think I will stay in our main living room to spend some time.",living_room,direct
385,"Right now, I need to clear my mind in the room with the best view of the outside to feel better.",living_room,ambiguous
386,"Actually, I want to go to the living room as soon as possible.",living_room,direct
387,"Right now, Let's clean up the sofa cushion if you can.",living_room,indirect
388,I think Let's find a spot in the cozy relaxation spot before it gets too late.,living_room,ambiguous
389,"If you don't mind, I'm going to spend time near the smart TV right away.",living_room,indirect
390,"Basically, Let's find a spot in the most spacious area of the house immediately.",living_room,ambiguous
391,"After a long day, Let's clean up the coffee table to feel better.",living_room,indirect
393,I guess I'll be relaxing near the soft carpet because that's what I need.,living_room,indirect
394,"By the way, Can you turn on the comfortable couch? for a moment.",living_room,indirect
395,"Tonight, I am drawn to the place where the large sofa is right away.",living_room,ambiguous
396,"Lately, Can you turn on the warm fireplace? immediately.",living_room,indirect
