id,sentence,class,label
176,"Lately, I feel like hanging out in the main room with the big windows before it gets too late.",living_room,ambiguous
177,I need to clear my mind in the cozy relaxation spot right away.,living_room,ambiguous
178,"If you don't mind, I want to sit on the armchair for a change.",living_room,indirect
179,"Suddenly, Is it okay to go to the family living room? for a change.",living_room,direct
180,"Lately, I'm going to spend time near the soft carpet without waiting.",living_room,indirect
181,"Since I'm tired, I'm going to spend time near the photo frames because that's what I need.",living_room,indirect
182,"After a long day, Take me to the main room with the big windows for a change.",living_room,ambiguous
183,"Actually, Let's take a rest in the central lounge area because I feel like it.",living_room,ambiguous
184,"Without a doubt, I am drawn to the place where the family gathers before it gets too late.",living_room,ambiguous
185,"First of all, I need to clear my mind in the main room with the big windows because I feel like it.",living_room,ambiguous
186,"Tonight, Let's move to the living room zone for a change.",living_room,direct
187,"Well, I'm going to lie down by the comfortable couch immediately.",living_room,indirect
188,Maybe I'm just going to walk into the central living room immediately.,living_room,direct
189,"Lately, I'm just going to walk into the spacious living room area before going out.",living_room,direct
190,"After a long day, I'll be relaxing near the large rug on the floor to feel better.",living_room,indirect
191,"Since I'm bored, Let's check out the side table to clear my head.",living_room,indirect
192,I think I want to spend my afternoon in the place where the large sofa is to spend some time.,living_room,ambiguous
193,"Well, Let's head over to our main living room to spend some time.",living_room,direct
194,"By the way, Can you adjust the surround speakers? without waiting.",living_room,indirect
195,"If you don't mind, I am drawn to the central lounge area for a moment.",living_room,ambiguous
196,Let's head over to the living room if you can.,living_room,direct
197,"As planned, I'm going to lie down by the TV remote control immediately.",living_room,indirect
198,"Lately, Can you direct me to the place where the large sofa is? right away.",living_room,ambiguous
199,"Well, Let's clean up the side table if you can.",living_room,indirect
200,Maybe I'm just staring at the comfortable couch as soon as possible.,living_room,indirect
201,"First of all, I am sitting right next to the surround speakers to feel better.",living_room,indirect
202,"First of all, I feel like hanging out in the place where the large sofa is.",living_room,ambiguous
203,"Since I'm tired, Can you take me to the living room? without waiting.",living_room,direct
204,"Tonight, I'm just staring at the paintings hanging on the wall without waiting.",living_room,indirect
205,"This weekend, I am sitting right next to the sofa cushion because that's what I need.",living_room,indirect
206,"Surprisingly, Show me the way to the family living room because that's what I need.",living_room,direct
207,"Look, Can you turn on the smart TV? because I feel like it.",living_room,indirect
208,"If you don't mind, Is it okay to go to the family living room? before going out.",living_room,direct
209,I guess Take me to the most spacious area of the house as soon as possible.,living_room,ambiguous
210,"By the way, Let's gather in the living room zone for real.",living_room,direct
211,"Since I'm bored, I'm going to spend time near the large rug on the floor if you can.",living_room,indirect
212,"By the way, Let's check out the soft carpet for a moment.",living_room,indirect
213,"Without a doubt, Take me to the place where the large sofa is for a change.",living_room,ambiguous
214,"Lately, I love the look of the TV remote control without waiting.",living_room,indirect
215,I want to go to the living room to spend some time.,living_room,direct
216,"Hey, I want to spend my afternoon in the central lounge area.",living_room,ambiguous
217,"Well, Let's clean up the sofa cushion because that's what I need.",living_room,indirect
218,I think I want to go to our main living room to feel better.,living_room,direct
219,"Honestly, I feel like hanging out in the most spacious area of the house since I have nothing else to do.",living_room,ambiguous
220,"Hey, Can you turn on the surround speakers? if you can.",living_room,indirect
221,"Lately, I need to step into the living room right away.",living_room,direct
222,I think Let's find a spot in the central lounge area for real.,living_room,ambiguous
223,"Just so you know, I want to spend my afternoon in the place where the family gathers for a moment.",living_room,ambiguous
224,"After a long day, I'll be waiting in the place where the family gathers to feel better.",living_room,ambiguous
225,"Just so you know, Let's find a spot in the cozy relaxation spot because I feel like it.",living_room,ambiguous
226,"First of all, I am drawn to the place where the large sofa is without waiting.",living_room,ambiguous
227,I think Take me to the central lounge area for a moment.,living_room,ambiguous
228,"Tonight, Is it okay to go to the family living room? because that's what I need.",living_room,direct
229,"As planned, I feel like hanging out in the cozy relaxation spot as soon as possible.",living_room,ambiguous
230,"After a long day, I feel like hanging out in the most spacious area of the house as soon as possible.",living_room,ambiguous
231,"Without a doubt, I want to sit on the smart TV because I feel like it.",living_room,indirect
232,"Right now, Let's gather in the living room as soon as possible.",living_room,direct
233,"Just so you know, Take me to the place where the family gathers as soon as possible.",living_room,ambiguous
234,"Maybe I feel like hanging out in where we usually watch shows together like, right now.",living_room,ambiguous
235,"By the way, I'm just going to walk into the cozy living room for real.",living_room,direct
236,"For some reason, I am heading towards the family living room before it gets too late.",living_room,direct
237,Can you turn on the large rug on the floor? because I feel like it.,living_room,indirect
238,"First of all, I'm going to lie down by the warm fireplace for real.",living_room,indirect
239,"Since I'm tired, Let's check out the paintings hanging on the wall to clear my head.",living_room,indirect
240,"Well, I want to spend my afternoon in the cozy relaxation spot to spend some time.",living_room,ambiguous
241,"Hey, Let's find a spot in the place where the family gathers without waiting.",living_room,ambiguous
242,"For some reason, Let's gather in the family living room immediately.",living_room,direct
243,"Honestly, Let's move to the central living room for a change.",living_room,direct
244,"Honestly, We need to move the comfortable couch for a moment.",living_room,indirect
245,"First of all, I'm just staring at the TV remote control without waiting.",living_room,indirect
246,"For some reason, Let's check out the paintings hanging on the wall if you can.",living_room,indirect
247,"This weekend, Can you adjust the soft carpet? if you can.",living_room,indirect
248,"Right now, Let's head over to the family living room because that's what I need.",living_room,direct
249,"If possible, I'm just staring at the paintings hanging on the wall because that's what I need.",living_room,indirect
250,"Actually, I want to go to the central living room before going out.",living_room,direct
251,"If you don't mind, I'll be waiting in the main room with the big windows for a change.",living_room,ambiguous
252,"For some reason, Let's gather in the central living room to clear my head.",living_room,direct
253,Can you direct me to the place where the family gathers? as soon as possible.,living_room,ambiguous
254,Maybe Can you adjust the paintings hanging on the wall?,living_room,indirect
255,I guess I need to step into the living room zone as soon as possible.,living_room,direct
256,"Without a doubt, Let's find a spot in the central lounge area to feel better.",living_room,ambiguous
257,"First of all, Show me the way to the living room before going out.",living_room,direct
258,"Since I'm tired, Can you direct me to the room with the best view of the outside? because that's what I need.",living_room,ambiguous
259,"Since I'm tired, I'll be waiting in the room with the best view of the outside immediately.",living_room,ambiguous
260,"Right now, Show me the way to the living room without waiting.",living_room,direct
261,I guess Let's check out the smart TV since I have nothing else to do.,living_room,indirect
262,I guess Can you direct me to the cozy relaxation spot? for a change.,living_room,ambiguous
263,"Since I'm bored, I'm just going to walk into the living room.",living_room,direct
264,"Actually, Can you take me to the central living room? for a moment.",living_room,direct
265,"Lately, I'll be relaxing near the warm fireplace to clear my head.",living_room,indirect
266,"Unbelievably, I am drawn to where we usually watch shows together since I have nothing else to do.",living_room,ambiguous
267,"If you don't mind, Let's find a spot in the room with the best view of the outside for a change.",living_room,ambiguous
268,"After a long day, Let's take a rest in the place where the large sofa is since I have nothing else to do.",living_room,ambiguous
269,"First of all, I'm just staring at the luxurious chandelier to feel better.",living_room,indirect
270,Let's find a spot in the place where the large sofa is.,living_room,ambiguous
271,I think Let's gather in the spacious living room area as soon as possible.,living_room,direct
272,"By the way, Show me the way to the cozy living room immediately.",living_room,direct
273,"Since I'm bored, I want to go to the family living room to clear my head.",living_room,direct
274,"Look, We need to move the armchair since I have nothing else to do.",living_room,indirect
275,"Honestly, I'm just staring at the sofa cushion since I have nothing else to do.",living_room,indirect
276,"Surprisingly, I feel like hanging out in the place where the large sofa is since I have nothing else to do.",living_room,ambiguous
277,"Look, We need to move the TV remote control without waiting.",living_room,indirect
278,"Right now, I am heading towards the central living room before it gets too late.",living_room,direct
279,"This weekend, I love the look of the warm fireplace like, right now.",living_room,indirect
280,"Suddenly, Can you turn on the paintings hanging on the wall? before going out.",living_room,indirect
281,"Hey, I'll be waiting in where we usually watch shows together because I feel like it.",living_room,ambiguous
282,"Suddenly, I'm going to spend time near the paintings hanging on the wall before going out.",living_room,indirect
283,"If possible, Let's check out the warm fireplace without waiting.",living_room,indirect
284,"First of all, I want to spend my afternoon in the central lounge area if you can.",living_room,ambiguous
285,"By the way, Can you direct me to the place where the family gathers? before it gets too late.",living_room,ambiguous
286,"Surprisingly, Can you direct me to where we usually watch shows together? for a moment.",living_room,ambiguous
287,"First of all, We need to move the smart TV for a moment.",living_room,indirect
288,"For some reason, I am drawn to where we usually watch shows together to feel better.",living_room,ambiguous
289,"For some reason, I'm just staring at the warm fireplace immediately.",living_room,indirect
290,"Since I'm tired, I want to go to the family living room immediately.",living_room,direct
291,"Lately, We need to move the large rug on the floor.",living_room,indirect
292,"Right now, I want to go to the cozy living room immediately.",living_room,direct
293,"By the way, Can you direct me to the cozy relaxation spot? for real.",living_room,ambiguous
294,"Without a doubt, I want to go to the family living room if you can.",living_room,direct
295,"Actually, Take me to the most spacious area of the house before going out.",living_room,ambiguous
296,"As planned, I am heading towards the living room right away.",living_room,direct
297,"Actually, I am drawn to the place where the family gathers as soon as possible.",living_room,ambiguous
298,"As planned, I'm just going to walk into the living room like, right now.",living_room,direct
299,"If possible, I'll be waiting in the central lounge area like, right now.",living_room,ambiguous
300,I am sitting right next to the paintings hanging on the wall without waiting.,living_room,indirect
301,"If you don't mind, I want to spend my afternoon in the cozy relaxation spot for real.",living_room,ambiguous
302,I think I need to step into the spacious living room area.,living_room,direct
303,"Just so you know, Can you direct me to the place where the family gathers? because I feel like it.",living_room,ambiguous
304,"As planned, I love the look of the armchair like, right now.",living_room,indirect
305,"Actually, Let's head over to the living room zone without waiting.",living_room,direct
306,"Actually, Let's move to the cozy living room to clear my head.",living_room,direct
307,"If possible, Can you adjust the paintings hanging on the wall? immediately.",living_room,indirect
308,I'll be relaxing near the photo frames before it gets too late.,living_room,indirect
309,"If you don't mind, Can you direct me to the main room with the big windows? for a change.",living_room,ambiguous
310,"Basically, I'm going to lie down by the sofa cushion because that's what I need.",living_room,indirect
311,"Unbelievably, Can you direct me to the place where the large sofa is? because that's what I need.",living_room,ambiguous
312,"Honestly, Let's clean up the photo frames since I have nothing else to do.",living_room,indirect
313,"Suddenly, I love the look of the soft carpet for real.",living_room,indirect
314,"Hey, Let's head over to the family living room immediately.",living_room,direct
315,"Tonight, Let's head over to the family living room for real.",living_room,direct
316,"Suddenly, I need to clear my mind in the place where the large sofa is for real.",living_room,ambiguous
317,"Lately, Could you guide me to the living room zone? before going out.",living_room,direct
318,"Surprisingly, Take me to the cozy relaxation spot to feel better.",living_room,ambiguous
319,"If possible, Can you take me to the family living room? because that's what I need.",living_room,direct
320,Let's gather in our main living room immediately.,living_room,direct
321,"For some reason, I want to sit on the soft carpet without waiting.",living_room,indirect
322,"Right now, I want to spend my afternoon in the place where the family gathers like, right now.",living_room,ambiguous
323,I think Can you turn on the soft carpet? since I have nothing else to do.,living_room,indirect
324,"If possible, Can you adjust the soft carpet?",living_room,indirect
325,"Without a doubt, Let's find a spot in the cozy relaxation spot.",living_room,ambiguous
326,"For some reason, I need to step into the spacious living room area without waiting.",living_room,direct
327,"Hey, Can you adjust the sofa cushion? before going out.",living_room,indirect
328,"Just so you know, I need to clear my mind in the most spacious area of the house without waiting.",living_room,ambiguous
329,"Well, I am sitting right next to the luxurious chandelier right away.",living_room,indirect
330,"Suddenly, I am sitting right next to the side table.",living_room,indirect
331,"Unbelievably, Can you take me to the living room zone? because I feel like it.",living_room,direct
332,"Tonight, I want to go to the family living room if you can.",living_room,direct
333,"Tonight, Let's gather in the central living room.",living_room,direct
334,"Since I'm bored, I'm just staring at the photo frames because I feel like it.",living_room,indirect
335,"Honestly, I am heading towards the cozy living room as soon as possible.",living_room,direct
336,"Right now, I am drawn to the most spacious area of the house to clear my head.",living_room,ambiguous
337,I guess Take me to the room with the best view of the outside because I feel like it.,living_room,ambiguous
338,"By the way, Could you guide me to our main living room? like, right now.",living_room,direct
339,"Just so you know, I want to spend my afternoon in the main room with the big windows if you can.",living_room,ambiguous
340,"Hey, I'll be relaxing near the warm fireplace like, right now.",living_room,indirect
341,"Actually, I am heading towards the spacious living room area since I have nothing else to do.",living_room,direct
342,"First of all, Let's check out the photo frames for a moment.",living_room,indirect
343,"Look, Can you take me to the cozy living room? to clear my head.",living_room,direct
344,"For some reason, Show me the way to the family living room without waiting.",living_room,direct
345,I guess Take me to the most spacious area of the house to clear my head.,living_room,ambiguous
346,"Tonight, Let's take a rest in the place where the family gathers without waiting.",living_room,ambiguous
347,I guess Let's move to the living room since I have nothing else to do.,living_room,direct
348,"Honestly, Can you direct me to the room with the best view of the outside? for a change.",living_room,ambiguous
349,I guess Let's find a spot in where we usually watch shows together before it gets too late.,living_room,ambiguous
350,"By the way, Can you take me to the spacious living room area? before it gets too late.",living_room,direct
351,"If possible, I want to sit on the photo frames immediately.",living_room,indirect
352,I think I'm going to spend time near the warm fireplace for a change.,living_room,indirect
353,"For some reason, We need to move the smart TV before it gets too late.",living_room,indirect
354,"As planned, I am sitting right next to the photo frames to clear my head.",living_room,indirect
355,"As planned, Could you guide me to the living room zone? for a moment.",living_room,direct
356,"Unbelievably, I'm going to lie down by the surround speakers if you can.",living_room,indirect
357,"Well, I'll be relaxing near the paintings hanging on the wall since I have nothing else to do.",living_room,indirect
358,"Hey, Let's clean up the soft carpet to clear my head.",living_room,indirect
359,I think I will stay in the spacious living room area as soon as possible.,living_room,direct
360,I guess I need to clear my mind in where we usually watch shows together because I feel like it.,living_room,ambiguous
361,"After a long day, I'm going to spend time near the paintings hanging on the wall because that's what I need.",living_room,indirect
362,"Actually, Is it okay to go to our main living room?",living_room,direct
363,"Suddenly, Let's move to the living room without waiting.",living_room,direct
364,"Since I'm bored, I am sitting right next to the paintings hanging on the wall to spend some time.",living_room,indirect
365,"Hey, Let's check out the photo frames before it gets too late.",living_room,indirect
366,I'm just staring at the armchair for a moment.,living_room,indirect
367,"After a long day, Show me the way to the living room like, right now.",living_room,direct
368,"If possible, I need to clear my mind in the place where the family gathers since I have nothing else to do.",living_room,ambiguous
369,"Well, Could you guide me to the living room zone? if you can.",living_room,direct
370,"First of all, I want to go to the cozy living room as soon as possible.",living_room,direct
371,"Well, Can you adjust the luxurious chandelier? before it gets too late.",living_room,indirect
372,"Actually, Let's head over to the cozy living room immediately.",living_room,direct
373,"Basically, Let's take a rest in the cozy relaxation spot for real.",living_room,ambiguous
374,"Look, I'm just going to walk into the living room zone for a change.",living_room,direct
375,"Surprisingly, I want to sit on the warm fireplace for real.",living_room,indirect
376,"Well, Let's move to our main living room to spend some time.",living_room,direct
377,We need to move the luxurious chandelier if you can.,living_room,indirect
378,"Since I'm bored, I need to clear my mind in the cozy relaxation spot for a moment.",living_room,ambiguous
379,"Since I'm tired, Can you direct me to the most spacious area of the house? for a change.",living_room,ambiguous
380,"If possible, Show me the way to the living room right away.",living_room,direct
381,"For some reason, Can you direct me to where we usually watch shows together? for a change.",living_room,ambiguous
382,"After a long day, Is it okay to go to the central living room? without waiting.",living_room,direct
383,"Well, I'll be waiting in the main room with the big windows to clear my head.",living_room,ambiguous
384,"Well, I'm going to spend time near the paintings hanging on the wall for real.",living_room,indirect
385,"Lately, Can you adjust the side table? because I feel like it.",living_room,indirect
386,I think We need to move the warm fireplace to clear my head.,living_room,indirect
387,"Well, Can you adjust the smart TV? because I feel like it.",living_room,indirect
388,"If possible, Let's check out the side table before it gets too late.",living_room,indirect
389,"Suddenly, Can you take me to the cozy living room? immediately.",living_room,direct
390,"Without a doubt, Can you turn on the TV remote control? for a moment.",living_room,indirect
391,"After a long day, I'm going to spend time near the comfortable couch since I have nothing else to do.",living_room,indirect
